"1027","Aglaia","Aglaia_sapindina","Meliaceae","sapindina","Meliaceae","Sapindales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","Malvidae","","","","","","",""
"1053","Aglaonema","Aglaonema_modestum","Araceae","modestum","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"1059","Agonandra","Agonandra_macrocarpa","Opiliaceae","macrocarpa","Opiliaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"1082","Agrostemma","Agrostemma_githago","Caryophyllaceae","githago","Caryophyllaceae","Caryophyllales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"1113","Ailanthus","Ailanthus_fordii","Simaroubaceae","fordii","Simaroubaceae","Sapindales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","Malvidae","","","","","","",""
"1146","Akania","Akania_bidwillii","Akaniaceae","bidwillii","Akaniaceae","Brassicales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","Malvidae","","","","","","",""
"1148","Akebia","Akebia_quinata","Lardizabalaceae","quinata","Lardizabalaceae","Ranunculales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","","","","","","","","","","","","","","","",""
"1155","Alangium","Alangium_salviifolium","Cornaceae","salviifolium","Cornaceae","Cornales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","Asteridae","","","","","","","","","","","",""
"1164","Alania","Alania_cunninghamii","Boryaceae","cunninghamii","Boryaceae","Asparagales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
"1223","Aldrovanda","Aldrovanda_vesiculosa","Droseraceae","vesiculosa","Droseraceae","Caryophyllales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"1237","Aletris","Aletris_spicata","Nartheciaceae","spicata","Nartheciaceae","Dioscoreales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
"1246","Alexgeorgea","Alexgeorgea_nitens","Restionaceae","nitens","Restionaceae","Poales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","Commelinidae","","","","","","","","","","","","","","","","",""
"1248","Alfaroa","Alfaroa_costaricensis","Juglandaceae","costaricensis","Juglandaceae","Fagales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","","Fabidae","","","","","",""
"1262","Alisma","Alisma_triviale","Alismataceae","triviale","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"1276","Allanblackia","Allanblackia_floribunda","Clusiaceae","floribunda","Clusiaceae","Malpighiales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","","Fabidae","","","","","",""
"1277","Allantoma","Allantoma_lineata","Lecythidaceae","lineata","Lecythidaceae","Ericales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","Asteridae","","","","","","","","","","","",""
"1349","Allocassine","Allocassine_laurifolia","Celastraceae","laurifolia","Celastraceae","Celastrales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","","Fabidae","","","","","",""
"1350","Allocasuarina","Allocasuarina_littoralis","Casuarinaceae","littoralis","Casuarinaceae","Fagales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","","Fabidae","","","","","",""
"1432","Alluaudia","Alluaudia_procera","Didiereaceae","procera","Didiereaceae","Caryophyllales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"1440","Alniphyllum","Alniphyllum_fortunei","Styracaceae","fortunei","Styracaceae","Ericales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","Asteridae","","","","","","","","","","","",""
"1441","Alnus","Alnus_firma","Betulaceae","firma","Betulaceae","Fagales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","","Fabidae","","","","","",""
"1471","Aloe","Aloe_niebuhriana","Xanthorrhoeaceae","niebuhriana","Xanthorrhoeaceae","Asparagales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
"1520","Alophia","Alophia_veracruzana","Iridaceae","veracruzana","Iridaceae","Asparagales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
